I0,A11,B11,D11,L,f,b,h,S,lambda,KXL,KYL,KZL,KXR,KYR,KZR,Pcr
0.2620719,10067394.0,-2.2737368e-13,11.983829,1.0881327,0.12967776,0.026682572,0.0037204756,1.1280423,1033.9181,10.0,10.0,1000.0,10.0,10.0,1000.0,51.278717
3.4856718,101324510.0,-18294.92,860.82074,2.5957422,0.48172992,0.10599052,0.010224152,2.8175237,966.6483,0.7359798,0.24886708,280.10934,3.3896086,8.0177555,23.503883,30.731524
1.3033866,44541384.0,9177.626,163.23357,2.316754,0.20283155,0.060450252,0.006601304,2.3632734,1234.4999,10.0,10.0,0.0,10.0,10.0,0.0,8.587063
1.5126934,54000890.0,1182.7035,72.86808,1.6781383,0.16529945,0.083321616,0.00421836,1.7205988,1481.1921,9.625268,6.7059393,617.73895,3.8658273,3.2193944,389.29944,27.006712
0.23488706,4418692.5,-126.95367,2.373348,0.69216204,0.10369072,0.017734606,0.0025856865,0.73159844,998.2491,10.0,10.0,1000.0,10.0,10.0,1000.0,104.98763
11.581182,214610030.0,62714.395,2361.7195,1.9315349,0.14997157,0.19451788,0.011459149,1.962152,591.4847,6.0517364,5.201478,691.3417,6.0517364,5.201478,691.3417,11.289016
3.1808114,71421170.0,-2815.1387,277.94675,1.931917,0.33151978,0.088476315,0.006893101,2.0743773,1051.527,6.2133665,9.16712,768.62524,8.253608,6.866413,418.23526,41.610687
2.7540846,25916324.0,1617.4813,85.880104,2.3799543,0.60938257,0.05455604,0.0063298936,2.747156,1509.1199,3.6509333,2.5276272,763.85956,7.168786,5.1162877,986.1551,45.04574
0.12106455,2290490.8,0.0,0.9353306,0.91469574,0.075828314,0.0090575,0.0021321427,0.9311927,1457.207,10.0,10.0,1000.0,10.0,10.0,1000.0,38.52666
8.669066,201921120.0,-15553.015,4353.2,2.4486418,0.35592437,0.11456463,0.016967043,2.5803359,555.72864,1.6515249,1.7017665,395.8784,0.46984708,3.2363331,186.57045,22.53115
1.0655582,37367780.0,2774.6768,195.66927,1.5608962,0.24530622,0.027807653,0.007913831,1.6583315,724.7007,10.0,10.0,0.0,10.0,10.0,0.0,23.799154
2.0441184,76828424.0,16446.053,367.56403,2.4866786,0.3319765,0.08136507,0.0075490167,2.600262,1188.8076,3.3269422,4.9882517,211.64076,3.3269422,4.9882517,211.64076,24.909058
4.242218,140936050.0,-2313.9587,488.61557,2.346227,0.24477328,0.116384365,0.006697008,2.412647,1295.75,8.083758,6.3105464,854.7717,2.2508013,3.5492334,231.64664,20.73105
0.28660497,4076473.2,136.55324,1.7315711,0.64304376,0.055968396,0.017248249,0.002299191,0.6558074,1006.2327,10.0,10.0,0.0,10.0,10.0,0.0,31.006353
7.2030435,180386640.0,1.4551915e-11,2693.0596,1.6537689,0.22810553,0.101160176,0.013191284,1.7342025,448.82706,0.660019,2.4667227,795.3031,0.660019,2.4667227,795.3031,21.228172
1.4075825,53476212.0,4272.9043,321.40845,2.4555721,0.28436503,0.031937275,0.008815177,2.5407572,1036.37,1.9358685,5.077727,57.560215,6.686571,8.897875,815.54846,22.48476
4.0091734,86776780.0,11006.069,675.3761,1.757899,0.14291672,0.1179953,0.009673515,1.7884095,641.0559,10.0,10.0,1000.0,10.0,10.0,1000.0,16.025476
21.469105,390589820.0,148340.97,12108.976,2.914466,0.7344219,0.169086,0.01926753,3.351408,601.91345,10.0,10.0,1000.0,10.0,10.0,1000.0,33.18841
0.834076,20728642.0,-156.10413,20.360603,1.454015,0.1735182,0.03403939,0.0034708432,1.5074854,1521.049,6.834674,6.499963,908.57336,8.965611,8.708752,672.4196,40.095253
2.2591152,24538072.0,3115.393,145.16045,1.2124192,0.19616559,0.039632507,0.008744718,1.2924031,531.3664,10.0,10.0,1000.0,10.0,10.0,1000.0,62.52969
0.22672229,12383194.0,-6.82121e-13,4.921097,0.95038795,0.0823327,0.036253024,0.0021078282,0.9690793,1537.2507,2.8710852,4.7300663,629.7717,2.8710852,4.7300663,629.7717,38.636806
2.7037036,85975490.0,1851.0045,324.09308,2.1769743,0.31100076,0.09877561,0.007094091,2.2902353,1179.5941,9.857813,7.7155447,895.49316,9.468859,7.5667243,657.5941,31.760523
2.2529502,53727600.0,854.70984,270.6032,2.1529243,0.3493684,0.035481144,0.007866236,2.2957535,1022.9573,6.5368023,3.146167,200.05928,3.9149907,0.562157,259.41998,36.5487
2.959346,31981514.0,-2462.2654,148.86034,1.247498,0.27624887,0.06676358,0.0074755247,1.3953768,646.77246,9.452552,8.577083,940.8972,9.359764,6.83891,928.5896,74.92129
6.2074156,111845120.0,33831.1,847.22906,1.6764905,0.14685778,0.15570341,0.009488791,1.7101902,621.37317,6.6021295,2.3754132,671.0948,6.6021295,2.3754132,671.0948,17.180265
1.7440875,89823350.0,-4309.784,405.10052,2.0451949,0.39582786,0.073738,0.00768015,2.2341914,1052.0432,0.23968367,2.7002966,303.03897,4.466829,6.619715,233.13695,43.203613
0.22089507,2749148.0,-5.684342e-14,0.9813421,0.8361435,0.07102437,0.020637525,0.0020134565,0.8519638,1425.9688,10.0,10.0,0.0,10.0,10.0,0.0,22.54128
0.34710163,8158428.5,16.75533,1.892043,0.6226779,0.13843055,0.026851067,0.0016732514,0.6970243,1447.3904,0.295257,3.7533872,216.69809,3.7776945,4.2400413,604.5577,154.62549
0.9532878,10499152.0,-167.63255,7.3770003,1.0616579,0.18112513,0.041365612,0.002982351,1.1390898,1358.924,7.684616,5.0017657,171.24379,0.2207243,2.7954445,337.88068,74.807205
0.47510883,30784422.0,488.7521,43.991142,1.6391822,0.14206754,0.03640152,0.0043755616,1.6714488,1398.2214,2.6323583,1.8989942,295.23178,6.727111,0.88096327,169.93428,23.379822
0.80147696,32499396.0,-1006.0476,35.691998,1.0810071,0.20855993,0.06670217,0.003686813,1.1803176,1126.2924,8.549914,7.8433585,799.6102,7.1567345,4.506994,990.55396,80.130295
29.874271,741697340.0,1.1641532e-10,22495.621,2.8664176,0.35052535,0.27445877,0.018488415,2.9769356,540.5474,10.0,10.0,1000.0,10.0,10.0,1000.0,17.230347
12.624143,296681250.0,128063.69,23475.486,2.3254871,0.20021056,0.15486632,0.030835921,2.3706675,266.50687,10.0,10.0,0.0,10.0,10.0,0.0,4.540778
5.189418,257100860.0,-11649.05,2268.9849,2.1027367,0.4257439,0.118398376,0.010483866,2.3140495,778.94824,0.80088943,2.7723007,415.16,7.285255,5.015401,320.2217,42.197937
3.8960276,71997250.0,9297.253,233.07077,1.9785622,0.19801018,0.09892819,0.006224162,2.0302033,1128.3752,10.0,10.0,0.0,10.0,10.0,0.0,11.849881
0.38054118,13437947.0,-37.995445,4.70296,0.7499745,0.058954813,0.03473625,0.0021363606,0.7621557,1288.3224,7.370923,5.462975,280.19736,6.7805395,1.8157928,248.71165,42.309856
0.18395168,2414729.8,-39.0303,1.253745,1.1672118,0.16765094,0.015309381,0.0025433556,1.2285706,1705.0212,4.6316915,1.7255011,560.0275,4.574579,4.7833376,370.58868,60.96708
2.026326,17319036.0,0.0,41.09421,1.7543385,0.21965906,0.060782976,0.0051347287,1.8251419,1184.8632,9.838929,7.465958,907.1709,9.838929,7.465958,907.1709,33.507923
0.4785437,11228018.0,-166.57329,25.553764,1.3700399,0.14834267,0.01980305,0.00539223,1.4117408,935.79144,1.7615409,0.55785924,249.25943,1.6024553,5.80926,585.768,36.85994
2.6193676,65478320.0,6707.9717,245.20226,2.0208292,0.16293417,0.05014859,0.006791137,2.0553339,1062.1085,10.0,10.0,0.0,10.0,10.0,0.0,9.119251
1.1619933,15883224.0,1.364242e-12,29.75641,2.029395,0.2453148,0.04953475,0.004599161,2.1059072,1538.5737,2.252252,0.57138336,190.23239,2.252252,0.57138336,190.23239,27.925629
2.2597513,53704530.0,-1804.4032,121.118675,2.2913308,0.44663084,0.07496548,0.00516184,2.5058975,1668.6421,10.0,10.0,1000.0,10.0,10.0,1000.0,39.687862
5.423082,143491150.0,2.910383e-11,3198.6902,2.2932537,0.32712942,0.111303985,0.01591673,2.4122274,510.91037,2.315082,7.922907,910.6074,2.315082,7.922907,910.6074,26.451368
0.35798916,15209434.0,-992.91986,9.417748,1.0744874,0.11069918,0.044123214,0.0027492146,1.104169,1403.1965,4.4820833,5.665035,213.79842,3.9623983,2.3756933,171.5777,43.65489
1.1075114,46225296.0,5165.8486,80.87023,1.3262345,0.16752388,0.090685226,0.00457043,1.3806782,1043.8497,10.0,10.0,0.0,10.0,10.0,0.0,22.440294
1.2696534,43571544.0,1062.367,136.56642,2.5936706,0.32273367,0.042260114,0.0064552715,2.6970944,1523.4412,10.0,10.0,1000.0,10.0,10.0,1000.0,24.071302
0.9310989,23525064.0,4263.981,139.26038,0.53150976,0.07011697,0.029136708,0.008414684,0.5552363,228.20726,5.8924556,5.3440156,867.2799,5.8924556,5.3440156,867.2799,53.628685
1.5678557,52293560.0,-4025.7485,112.31349,1.2031804,0.19508366,0.052941624,0.0051540793,1.2828746,875.3714,8.578181,7.8272104,841.592,9.4175205,1.6839024,386.3146,63.063206
6.859957,246560910.0,0.0,7255.155,2.8408198,0.3533687,0.08697523,0.018517932,2.9540257,544.56915,3.086502,9.007983,457.60312,3.086502,9.007983,457.60312,19.237576
4.322776,84549940.0,-4303.823,665.6935,1.239034,0.31872943,0.05629382,0.0099893715,1.4318051,510.274,7.4195905,8.462602,816.9552,9.614363,4.903486,825.5139,81.71341
8.572224,194140290.0,20941.117,1533.0898,2.4439163,0.19167966,0.11010989,0.009894238,2.4834342,883.74445,6.355696,7.8880343,748.89984,9.906067,8.491139,654.2034,12.899652
3.4325283,189710940.0,-1374.2725,1157.2429,1.7369646,0.36328164,0.10455531,0.008531322,1.9223193,778.3222,9.657315,4.096782,728.16534,5.1508875,3.0656197,433.7544,52.051918
22.53899,614485500.0,-6.9849193e-10,53702.62,2.5839021,0.54505825,0.15295893,0.031933874,2.8640227,306.36176,10.0,10.0,1000.0,10.0,10.0,1000.0,31.05212
0.52196556,18724010.0,-935.60944,25.156837,1.9278512,0.16267915,0.023925755,0.00412417,1.9638563,1694.2642,0.5469641,2.1508698,784.5645,0.1869133,3.0812573,204.25453,17.29046
3.0548706,54256892.0,-886.34424,152.55458,1.0658476,0.124894194,0.062656865,0.0057838275,1.1036793,658.19977,4.607481,1.940873,240.70084,1.2328489,1.3180922,249.54202,47.628635
0.6520014,20198404.0,-916.0397,25.283121,1.7690239,0.19293988,0.03213602,0.004055338,1.8236367,1629.977,1.9659508,6.8054805,299.12036,6.3010035,3.6818287,796.1745,29.886192
4.6822157,164780580.0,21359.734,2178.6965,2.2803607,0.20890854,0.11853206,0.012619394,2.330415,640.89655,10.0,10.0,0.0,10.0,10.0,0.0,9.200642
2.424982,35895524.0,-5396.888,198.77873,2.513546,0.19393303,0.059917,0.008370408,2.5528955,1084.8464,2.134272,2.9005923,383.4176,4.6630516,6.8620086,56.274952,12.401192
2.003283,54954212.0,-1.8189894e-12,100.85864,1.2575173,0.11316072,0.07627944,0.004590113,1.2841673,947.9066,10.0,10.0,0.0,10.0,10.0,0.0,16.266773
0.23687257,13818947.0,-550.55896,24.883345,1.9078864,0.19371602,0.014331019,0.004691451,1.9591098,1459.963,10.0,10.0,1000.0,10.0,10.0,1000.0,25.722198
3.061118,100171550.0,-7.275958e-12,284.8291,1.5015131,0.13667952,0.098142646,0.0057861633,1.5340604,909.7509,5.568329,7.8662004,646.4046,5.568329,7.8662004,646.4046,25.08058
9.587927,256154990.0,3533.393,2267.852,2.8435519,0.3328584,0.19448589,0.010382324,2.9442797,989.5167,7.076444,8.19682,99.81069,6.1245403,5.886127,922.576,18.813482
19.26855,616532900.0,75479.8,16794.418,2.1095638,0.23454486,0.16171579,0.018879069,2.177173,417.14648,8.115002,5.9843616,395.12115,4.449565,9.315976,922.13684,17.321892
2.5668657,80321260.0,-3.637979e-12,306.8216,2.9749165,0.28912777,0.081907354,0.0065853945,3.0482364,1559.6277,10.0,10.0,1000.0,10.0,10.0,1000.0,15.1373825
1.57926,27648386.0,1405.6981,34.275734,0.7634245,0.16492684,0.050914504,0.0039953603,0.8499048,763.32904,0.4286725,0.32385263,730.36707,0.4190614,1.7257699,244.67207,117.841324
2.4021277,39115180.0,-1037.8048,113.70984,2.629018,0.4631381,0.0855884,0.0061579044,2.8327127,1661.4075,3.244808,0.38815975,127.15951,5.427998,3.0146127,13.881178,28.592213
0.32764864,6140616.0,260.13132,4.0240855,0.9293716,0.27998883,0.016502548,0.0028052726,1.1206915,1384.3899,10.0,10.0,0.0,10.0,10.0,0.0,50.262383
4.4101515,192273620.0,-7617.5107,4668.645,2.286576,0.2062966,0.05753314,0.017270148,2.3352816,473.9185,6.177676,7.2906103,881.52264,9.006095,8.350525,793.54285,11.419055
2.1530807,117597330.0,9168.07,446.6034,2.7743192,0.31009987,0.111003116,0.006760624,2.8641589,1469.7208,1.4353843,7.8965225,893.00476,1.4353843,7.8965225,893.00476,18.786493
6.6066213,85527850.0,0.0,616.8999,1.7294829,0.46256182,0.11184191,0.009187447,2.0179818,751.38696,10.0,10.0,1000.0,10.0,10.0,1000.0,57.329617
19.317911,533548900.0,5660.182,8201.552,2.1256883,0.2736429,0.18977827,0.014202514,2.2162035,565.2606,4.9343348,3.8782215,281.8686,1.1396862,5.8852983,666.9646,25.512945
3.696764,120191416.0,7817.9185,1750.4802,2.350617,0.2233629,0.06407062,0.013138557,2.4060485,630.4672,10.0,10.0,0.0,10.0,10.0,0.0,9.658659
1.0934863,45449308.0,3.637979e-12,234.5577,2.5857038,0.70367527,0.04399455,0.00774563,3.030581,1334.0272,5.7121334,2.0273461,323.4441,5.7121334,2.0273461,323.4441,41.110622
5.149291,135210620.0,7345.822,794.49097,2.560562,0.3714338,0.15895584,0.008453909,2.6977384,1112.9119,10.0,10.0,1000.0,10.0,10.0,1000.0,26.80643
16.780277,369797600.0,171387.45,13136.053,2.0253613,0.60921836,0.1485138,0.020606937,2.4411592,409.58655,6.304746,7.4779525,861.5609,6.304746,7.4779525,861.5609,47.90132
0.21364443,8973362.0,10.018598,2.2718527,0.50514066,0.06792346,0.024811078,0.0017512438,0.52853525,1050.4163,10.0,10.0,0.0,10.0,10.0,0.0,64.403595
8.028455,153639520.0,5.820766e-11,2381.6936,1.7610196,0.232842,0.17755333,0.013211357,1.8399757,467.32675,6.4734325,3.9006288,115.73394,6.4734325,3.9006288,115.73394,29.418308
5.1524653,109984640.0,7.275958e-12,413.04547,2.9758587,0.25743636,0.11846218,0.0065164,3.0342228,1565.7217,9.511412,9.810835,926.74493,9.511412,9.810835,926.74493,12.826752
1.6767535,26663472.0,-188.70543,57.172577,1.4439034,0.124566115,0.046874933,0.005141537,1.4720691,1005.293,1.1585358,3.3531535,534.30853,5.2217636,5.134255,84.58245,24.757462
10.652494,364796320.0,-85862.75,3995.6182,2.9993405,0.39678824,0.18217273,0.011579201,3.1339583,946.94867,10.0,10.0,1000.0,10.0,10.0,1000.0,20.816238
8.98182,101896370.0,14800.258,1146.9796,1.7076812,0.465899,0.13715482,0.011635787,2.0028088,596.95416,7.447911,7.2641773,58.46597,7.447911,7.2641773,58.46597,53.82274
4.959561,142667440.0,-15565.666,690.746,1.5685453,0.12828402,0.10225533,0.007792068,1.5960906,725.372,10.0,10.0,1000.0,10.0,10.0,1000.0,19.208263
0.6084486,14979008.0,962.25323,6.496628,0.98235774,0.1492345,0.041213766,0.0022730017,1.0398409,1578.9357,9.380522,9.285733,865.98303,9.380522,9.285733,865.98303,71.55055
6.035673,133933336.0,-8411.519,1287.2408,1.917588,0.20915902,0.1482992,0.010726037,1.9767959,637.64105,10.0,10.0,0.0,10.0,10.0,0.0,13.840947
1.5152997,21198986.0,2161.368,55.680744,2.180892,0.46805358,0.055752523,0.0056952704,2.4249625,1496.2704,3.1632237,4.9094706,544.52124,6.9591312,2.8592854,896.14667,44.542496
0.52756846,14662838.0,1079.0626,19.09671,1.7513053,0.3051462,0.043877646,0.0039504557,1.8842167,1651.0514,10.0,10.0,1000.0,10.0,10.0,1000.0,46.485233
0.105342686,5349612.0,-102.804596,2.7067096,0.7319331,0.071304634,0.0128478445,0.00252055,0.75005645,1054.47,6.172822,3.0676775,731.5463,9.477579,8.960486,819.18024,61.302696
3.9799106,122468780.0,7.275958e-12,772.61896,1.2983569,0.1382666,0.09141173,0.008590155,1.3366171,532.1537,2.6394255,0.7433346,165.58232,2.6394255,0.7433346,165.58232,27.720541
2.7833533,80243900.0,-525.0108,335.4303,2.142907,0.21001118,0.051183634,0.0073224194,2.196591,1074.3705,4.038136,5.5038576,243.88399,0.59641623,8.237584,682.663,20.645817
1.654589,35932416.0,3112.7556,69.401436,2.0988178,0.18405938,0.048774444,0.0049009505,2.1411,1540.6215,7.2138667,5.431464,883.7464,1.9693025,2.3911295,218.15483,18.763693
0.70046943,9216358.0,-6.82121e-13,13.9583645,1.8677636,0.15197606,0.03760476,0.004160697,1.9002345,1544.0792,8.804689,9.30327,533.0851,8.804689,9.30327,533.0851,18.5002
5.4970717,97459520.0,234.53455,524.5545,2.9807184,0.6754664,0.13550316,0.008075258,3.3493009,1443.6802,10.0,10.0,0.0,10.0,10.0,0.0,15.567561
5.264797,127533704.0,7.275958e-12,492.40216,2.615618,0.31677037,0.12506008,0.006547507,2.71459,1381.5187,4.079653,2.1905515,454.5708,4.079653,2.1905515,454.5708,21.532139
3.1183295,140097860.0,21499.13,1168.866,2.102319,0.18766147,0.10549638,0.010194724,2.1461718,743.0155,2.5281708,4.839625,173.37082,1.9253056,5.438445,256.9396,16.620539
0.2346841,2281289.2,13.702428,1.0437933,0.9899965,0.15057686,0.011830315,0.0024057121,1.0480604,1549.4203,10.0,10.0,0.0,10.0,10.0,0.0,36.598656
0.41872,18364614.0,1617.5724,24.254328,1.0409701,0.097886324,0.03519464,0.0039738365,1.0650195,926.7313,0.21406794,3.2658525,454.90854,0.21406794,3.2658525,454.90854,20.88362
3.8965623,53859876.0,1611.365,226.2614,2.268498,0.61016166,0.093348034,0.007183079,2.650742,1293.287,10.0,10.0,1000.0,10.0,10.0,1000.0,47.19135
8.016573,136480690.0,-16427.82,1532.0242,1.9651897,0.29093775,0.16881146,0.011676874,2.0746555,619.22546,0.37069735,0.9438413,421.08194,1.0328053,6.229047,400.2983,29.632055
5.2022367,159075360.0,33423.945,2779.9778,2.2324684,0.32819578,0.07848506,0.015156092,2.3551648,563.38086,7.846792,9.534897,843.03577,8.792465,2.4943712,894.1855,31.04154
2.7665675,86221150.0,9074.188,282.1241,2.6509697,0.42833653,0.121288784,0.006237743,2.8254056,1561.9518,10.0,10.0,1000.0,10.0,10.0,1000.0,29.16645
2.9863677,59714296.0,4556.178,252.19737,1.9603032,0.36383292,0.09830598,0.0071312725,2.127819,1035.389,6.1405673,6.6349206,564.88,6.1405673,6.6349206,564.88,42.118305
0.3981527,7894220.5,328.69904,5.509524,1.430268,0.20401396,0.02674213,0.0030550393,1.504462,1800.8553,9.113783,9.861669,894.96686,6.02402,9.658142,346.19,49.402225
0.6794134,25368540.0,1252.9971,20.242867,1.042026,0.111429304,0.060317516,0.0031762242,1.0729816,1201.1687,5.7209325,3.1284568,836.4655,4.3304296,4.4955587,385.86008,46.88389
0.38478583,11530682.0,510.2275,4.727635,0.60988873,0.11977966,0.03427935,0.0022156062,0.667807,1042.9331,10.0,10.0,1000.0,10.0,10.0,1000.0,139.68042
3.22507,198999040.0,29420.225,1721.9102,2.7000992,0.66217935,0.101252474,0.010640914,3.085553,1048.9463,10.0,10.0,0.0,10.0,10.0,0.0,17.569256
7.7315717,405663200.0,5.820766e-11,6292.7036,2.9675179,0.41271567,0.19891313,0.013374777,3.1141624,790.68854,3.0829887,0.43078795,352.2243,3.0829887,0.43078795,352.2243,20.933083
0.23106983,3381309.8,67.246216,0.9861138,0.7879518,0.07364993,0.018729301,0.0018453337,0.8059424,1492.3922,5.2779756,5.772256,834.05084,7.230338,8.020636,940.8854,53.76336
8.363588,218140930.0,48794.723,2285.004,2.0818524,0.19567321,0.09286412,0.011554653,2.1299052,658.09015,2.456151,5.2231855,979.90186,9.416376,5.276027,939.50446,18.534714
3.3468761,135613070.0,21052.633,1440.842,2.142794,0.49751008,0.09386948,0.01130022,2.4197595,742.36035,3.4617176,2.4806693,510.85016,3.4617176,2.4806693,510.85016,44.282494
4.2228813,70996990.0,8838.61,285.81778,1.5633978,0.3099574,0.07197918,0.0072662234,1.7144959,854.4995,5.409938,3.052889,60.867393,4.9354916,3.3925462,130.06866,54.6853
3.1978698,115587270.0,7.275958e-12,660.08246,1.4036096,0.119960144,0.08406717,0.008037263,1.4304892,598.60516,10.0,10.0,0.0,10.0,10.0,0.0,13.377693
3.0711818,80420104.0,4878.1377,263.01053,1.9645581,0.32090428,0.11680355,0.006653765,2.0965261,1159.3007,10.0,10.0,0.0,10.0,10.0,0.0,19.713028
11.029205,640175040.0,387562.22,43325.887,1.9027852,0.20735233,0.16268,0.028454363,1.9614302,238.42319,1.3964881,1.1163403,383.8563,1.3964881,1.1163403,383.8563,10.814127
2.937275,200851150.0,-3228.4211,953.3367,2.6781836,0.3045173,0.13283958,0.0076706763,2.7678432,1270.444,9.379353,8.521895,769.1015,4.973497,4.451696,927.3509,20.228394
4.8576403,127711730.0,-2.8773685,707.8047,1.7404395,0.32738283,0.09838011,0.008354584,1.8929423,804.07404,2.3165398,1.0611485,727.759,4.09812,1.9526378,770.64856,48.64775
2.430745,103675050.0,1.4551915e-11,1593.7899,2.816583,0.47309047,0.048066817,0.013159436,3.0160449,769.2356,10.0,10.0,0.0,10.0,10.0,0.0,13.571401
2.4539824,103377816.0,-11364.498,407.07834,2.1253552,0.16802971,0.11033004,0.0070255827,2.1602669,1088.6345,6.9545126,7.9030185,940.5011,5.1480837,7.447058,800.88275,14.962392
10.804807,391048160.0,102168.17,4201.7915,1.9111742,0.43615475,0.16297735,0.011926231,2.1505609,656.06915,5.463499,9.858563,201.55634,6.843614,7.5188427,824.60614,48.074894
1.4405478,61351430.0,-1576.2163,174.63419,1.7323765,0.27752236,0.062771074,0.005963935,1.8445271,1093.2834,3.6843414,0.8863496,773.34973,6.6050363,0.8796593,420.327,44.19652
2.63225,62836790.0,-2006.4298,143.54337,2.5598073,0.21289927,0.06543773,0.0053395047,2.606271,1724.3881,0.44365177,1.9508508,214.92546,1.6447419,5.117218,798.3398,13.920679
13.711535,129678590.0,-28118.021,2644.576,2.7348256,0.3916849,0.112827264,0.015925635,2.8778017,637.26044,2.7364905,0.9689246,610.7014,2.7661412,2.0436313,145.166,24.174482
0.054074917,749032.4,0.0,0.21405695,0.68829775,0.14444749,0.0080993585,0.0017799764,0.76221126,1425.8079,10.0,10.0,0.0,10.0,10.0,0.0,62.663334
1.5629431,31756006.0,-1388.6047,42.728073,1.6456742,0.14873873,0.051272243,0.0042046416,1.6808509,1449.057,10.0,10.0,0.0,10.0,10.0,0.0,13.000792
2.7439747,83580880.0,-1.8189894e-11,351.75677,2.840186,0.2218189,0.11788875,0.006815282,2.8857298,1406.6561,2.3985674,1.3126954,244.49507,2.3985674,1.3126954,244.49507,11.208251
0.23732045,4625696.0,22.54162,0.7793632,0.52295893,0.077369526,0.02676107,0.0014366019,0.5520515,1344.9253,4.8727956,9.60333,805.3821,6.6797247,6.9513707,750.527,134.32625
1.7100167,26270550.0,1185.9011,32.065002,0.9108805,0.19037077,0.060918648,0.0038324145,1.0079527,912.34503,0.9154847,1.869415,710.23114,0.9154847,1.869415,710.23114,95.77988
1.8945024,64060148.0,-2352.165,215.52135,2.4672282,0.25038162,0.09109251,0.0065524285,2.5334032,1381.1891,4.0490246,3.6550555,307.50146,3.0396328,0.52129865,247.65958,19.262985
0.8580282,46735628.0,1043.9088,149.60632,0.6849979,0.06187559,0.044952948,0.006406345,0.6996234,391.033,2.2565675,3.2213335,645.92334,2.8061144,3.108574,842.5549,26.683477
0.5407456,7936910.5,0.0,7.36303,0.9582174,0.10831293,0.02624735,0.0032307347,0.98993146,1027.7858,10.0,10.0,1000.0,10.0,10.0,1000.0,54.418095
0.5049376,17943656.0,-656.2848,10.272018,1.1419793,0.103716105,0.037330795,0.0027260038,1.1666231,1541.907,5.997961,3.0499113,830.5965,7.8053584,2.7760031,881.672,35.874027
0.12598243,1800706.6,54.589878,0.33154,0.59689736,0.19476058,0.0154885305,0.0014845155,0.73803854,1720.0162,10.0,10.0,1000.0,10.0,10.0,1000.0,184.1127
6.6444983,124171384.0,-12829.646,787.3405,2.4710302,0.3601176,0.12515599,0.008640052,2.6045942,1034.3549,6.897599,3.8550797,474.73514,1.4042896,1.2402456,699.17596,27.883543
1.2003442,43706620.0,3.637979e-12,93.36588,1.4170313,0.13335752,0.06647313,0.004885042,1.4498212,991.9596,10.0,10.0,0.0,10.0,10.0,0.0,15.314818
5.0998964,218996500.0,-2425.0195,995.0683,1.8275073,0.20264843,0.14514822,0.007863442,1.8857758,884.6718,2.169885,6.1552296,853.93005,8.567595,9.095713,742.669,27.283419
0.20651221,2378859.8,-5.684342e-14,1.4927303,0.81869894,0.06782434,0.012350807,0.002671326,0.8334449,1052.133,2.9400814,2.523286,295.73795,2.9400814,2.523286,295.73795,41.495457
4.436421,90969430.0,-1944.8887,820.09937,0.8179657,0.20038152,0.08919074,0.010404455,0.93450487,311.24048,7.5961676,2.9940143,375.79523,9.852646,4.0325375,660.664,103.843796
0.23176734,6002025.0,0.0,11.472117,1.9733065,0.1533759,0.021568766,0.00459572,2.0046506,1449.9927,10.0,10.0,1000.0,10.0,10.0,1000.0,16.443954
10.077528,136087060.0,8503.36,1595.9276,2.825582,0.2724377,0.13187869,0.011987416,2.8941445,845.12714,9.566311,4.598398,814.197,5.2992835,8.570632,799.8194,15.292566
1.3224889,61653144.0,-3.637979e-12,203.52005,2.5144632,0.221781,0.08317538,0.00606421,2.565694,1412.1437,10.0,10.0,1000.0,10.0,10.0,1000.0,15.508659
0.74960655,12305453.0,194.91115,12.061132,0.8882209,0.09178848,0.03131254,0.0035068858,0.91290355,922.10345,7.5785556,3.6011548,515.7309,4.895098,7.5949755,748.94464,52.69526
0.12354268,1149908.9,48.682095,0.3488983,0.9315453,0.09789269,0.008358525,0.0019712101,0.9582931,1739.7252,2.3823133,7.589196,606.11566,8.629439,4.8880367,544.8732,54.039883
2.230636,22649916.0,3.637979e-12,135.48341,1.3865545,0.15749103,0.037003636,0.008390705,1.4328793,585.8681,0.41943365,2.159369,714.5524,0.41943365,2.159369,714.5524,18.680689
4.4329705,90300150.0,-2046.0897,368.87854,2.2483246,0.48568264,0.14018206,0.0071160966,2.5029793,1238.3967,1.8602306,1.381089,785.8664,2.4135556,3.7197359,70.14062,41.21087
1.3939124,38228840.0,47.18848,92.277275,2.193941,0.28666246,0.037045144,0.005579463,2.2900834,1474.0068,9.243232,3.0640926,361.09082,4.3562346,9.014535,564.1838,29.60979
5.142181,150766340.0,-20426.023,2042.411,2.953995,0.35400033,0.08776302,0.0130197,3.0635111,832.33875,7.8877406,7.166319,513.236,7.8836217,6.80812,606.8979,19.566738
3.380925,63063420.0,7717.364,240.45221,1.6588582,0.2693378,0.09977985,0.0067604063,1.7690221,905.9571,10.0,10.0,1000.0,10.0,10.0,1000.0,43.94959
4.8042865,50952424.0,-3426.6116,149.9575,2.8841891,0.44311705,0.12119151,0.0062035928,3.0566256,1781.7246,7.3988814,8.234039,806.56854,9.357204,5.738926,585.9889,25.953535
2.1452093,53128890.0,-5.456968e-12,120.41176,1.8198795,0.19431779,0.07795686,0.005125116,1.8737851,1244.6599,1.8530177,3.8588073,492.38034,1.8530177,3.8588073,492.38034,26.517708
2.6571605,113447330.0,-5503.723,519.78156,2.4992402,0.60084283,0.072248645,0.007676908,2.8433948,1328.3846,9.824759,3.4195404,769.0288,9.539888,5.4100666,452.87207,41.43977
